"M_FECHA_DIA","PAYLOAD_4G","FIESTA","PAYLOAD_4G_smoo_mean","PAYLOAD_4G_smoothed","year"
2022-12-11,1185.61,0,1185.61,1185.61,2022
2022-12-12,1348.7,0,1348.7,1348.7,2022
2022-12-13,1202.42,0,1202.42,1202.42,2022
2022-12-14,1218.66,0,1218.66,1218.66,2022
2022-12-15,1207.3,0,1207.3,1207.3,2022
2022-12-16,1233.66,0,1233.66,1233.66,2022
2022-12-17,1287.52,0,1287.52,1287.52,2022
2022-12-18,1191.9,0,1191.9,1191.9,2022
2022-12-19,1253.47,0,1253.47,1253.47,2022
2022-12-20,1264.3,0,1264.3,1264.3,2022
2022-12-21,1166.9,0,1166.9,1166.9,2022
2022-12-22,1278.42,0,1278.42,1278.42,2022
2022-12-23,1469.91,0,1469.91,1469.91,2022
2022-12-24,1240.25,0,1240.25,1240.25,2022
2022-12-25,861.08,0,861.08,1240.25,2022
2022-12-26,1203.2,0,1203.2,1203.2,2022
2022-12-27,1219,0,1219,1219,2022
2022-12-28,1141.52,0,1141.52,1141.52,2022
2022-12-29,1275.87,0,1275.87,1275.87,2022
2022-12-30,1357.17,0,1357.17,1357.17,2022
2022-12-31,1298.31,0,1298.31,1298.31,2022
2023-01-01,956.76,0,956.76,956.76,2023
2023-01-02,1296.52,0,1296.52,1296.52,2023
2023-01-03,1276.69,0,1276.69,1276.69,2023
2023-01-04,1276.58,0,1276.58,1276.58,2023
2023-01-05,1229.83,0,1229.83,1229.83,2023
2023-01-06,981.4,0,1255.86133333333,1296.05,2023
2023-01-07,1180.6,0,1180.6,1180.6,2023
2023-01-08,1405.07,0,1405.07,1405.07,2023
2023-01-09,1295.53,0,1295.53,1295.53,2023
2023-01-10,1296.05,0,1296.05,1296.05,2023
2023-01-11,1333.61,0,1333.61,1333.61,2023
2023-01-12,1320.96,0,1320.96,1320.96,2023
2023-01-13,1332.84,0,1332.84,1332.84,2023
2023-01-14,1410.01,0,1410.01,1410.01,2023
2023-01-15,1140.8,0,1140.8,1140.8,2023
2023-01-16,1276.36,0,1276.36,1276.36,2023
2023-01-17,1294.88,0,1294.88,1294.88,2023
2023-01-18,1250.14,0,1250.14,1250.14,2023
2023-01-19,1243.43,0,1243.43,1243.43,2023
2023-01-20,1316.89,0,1316.89,1316.89,2023
2023-01-21,1330.15,0,1330.15,1330.15,2023
2023-01-22,1113.78,0,1113.78,1113.78,2023
2023-01-23,1244.51,0,1244.51,1244.51,2023
2023-01-24,1241.16,0,1241.16,1241.16,2023
2023-01-25,1268.08,0,1268.08,1268.08,2023
2023-01-26,1315.54,0,1315.54,1315.54,2023
2023-01-27,1425.73,0,1425.73,1425.73,2023
2023-01-28,1429.34,0,1429.34,1429.34,2023
2023-01-29,1209.44,0,1209.44,1209.44,2023
2023-01-30,1310.18,0,1310.18,1310.18,2023
2023-01-31,1233.03,0,1233.03,1233.03,2023
2023-02-01,1262.66,0,1262.66,1262.66,2023
2023-02-02,1329.43,0,1329.43,1329.43,2023
2023-02-03,1261.42,0,1261.42,1261.42,2023
2023-02-04,1310.46,0,1310.46,1310.46,2023
2023-02-05,1102.25,0,1102.25,1102.25,2023
2023-02-06,1291.9,0,1291.9,1291.9,2023
2023-02-07,1296.01,0,1296.01,1296.01,2023
2023-02-08,1341.51,0,1341.51,1341.51,2023
2023-02-09,1319.66,0,1319.66,1319.66,2023
2023-02-10,1137.81,0,1137.81,1137.81,2023
2023-02-11,1489.07,0,1489.07,1489.07,2023
2023-02-12,1161.39,0,1161.39,1161.39,2023
2023-02-13,1161.39,0,1161.39,1161.39,2023
2023-02-14,1363.38,0,1363.38,1363.38,2023
2023-02-15,1355.61,0,1355.61,1355.61,2023
2023-02-16,1412.4,0,1412.4,1412.4,2023
2023-02-17,1455.86,0,1455.86,1455.86,2023
2023-02-18,1407.85,0,1407.85,1407.85,2023
2023-02-19,1217.42,0,1217.42,1217.42,2023
2023-02-20,1378.95,0,1378.95,1378.95,2023
2023-02-21,1379.33,0,1379.33,1379.33,2023
2023-02-22,1103.62,0,1413.874,1379.33,2023
2023-02-23,1381.53,0,1381.53,1381.53,2023
2023-02-24,1431.57,0,1431.57,1431.57,2023
2023-02-25,1439.37,0,1439.37,1439.37,2023
2023-02-26,2170.08,0,1399.64,1379.33,2023
2023-02-27,1352.66,0,1352.66,1352.66,2023
2023-02-28,1377.73,0,1377.73,1377.73,2023
2023-03-01,1344.13,0,1344.13,1344.13,2023
2023-03-02,1380.46,0,1380.46,1380.46,2023
2023-03-03,1397.04,0,1397.04,1397.04,2023
2023-03-04,1396.08,0,1396.08,1396.08,2023
2023-03-05,1244.63,0,1244.63,1244.63,2023
2023-03-06,1411.94,0,1411.94,1411.94,2023
2023-03-07,1356.79,0,1356.79,1356.79,2023
2023-03-08,1420.05,0,1420.05,1420.05,2023
2023-03-09,1368.76,0,1368.76,1368.76,2023
2023-03-10,1365.06,0,1365.06,1365.06,2023
2023-03-11,1364.14,0,1364.14,1364.14,2023
2023-03-12,1193.91,0,1193.91,1193.91,2023
2023-03-13,1240.31,0,1240.31,1240.31,2023
2023-03-14,1292.09,0,1292.09,1292.09,2023
2023-03-15,1349.19,0,1349.19,1349.19,2023
2023-03-16,1217.06,0,1217.06,1217.06,2023
2023-03-17,1356.58,0,1356.58,1356.58,2023
2023-03-18,1541.32,0,1541.32,1541.32,2023
2023-03-19,1378.71,0,1378.71,1378.71,2023
2023-03-20,1258.51,0,1258.51,1258.51,2023
2023-03-21,1412.16,0,1412.16,1412.16,2023
2023-03-22,1365.78,0,1365.78,1365.78,2023
2023-03-23,1405.51,0,1405.51,1405.51,2023
2023-03-24,1393,0,1393,1393,2023
2023-03-25,1461.13,0,1461.13,1461.13,2023
2023-03-26,1165.3,0,1165.3,1165.3,2023
2023-03-27,1339.83,0,1339.83,1339.83,2023
2023-03-28,1410.82,0,1410.82,1410.82,2023
2023-03-29,1384.18,0,1384.18,1384.18,2023
2023-03-30,1235.55,0,1235.55,1235.55,2023
2023-03-31,1307.98,0,1307.98,1307.98,2023
2023-04-01,1461.95,0,1461.95,1461.95,2023
2023-04-02,1229.47,0,1229.47,1229.47,2023
2023-04-03,1332.91,0,1332.91,1332.91,2023
2023-04-04,1424.9,0,1424.9,1424.9,2023
2023-04-05,1481.61,0,1481.61,1481.61,2023
2023-04-06,1400.71,0,1400.71,1400.71,2023
2023-04-07,1219.74,0,1219.74,1219.74,2023
2023-04-08,1538,0,1538,1538,2023
2023-04-09,1206.23,0,1206.23,1206.23,2023
2023-04-10,1311.39,0,1311.39,1311.39,2023
2023-04-11,1362.49,0,1362.49,1362.49,2023
2023-04-12,1351.57,0,1351.57,1351.57,2023
2023-04-13,854.79,0,854.79,854.79,2023
2023-04-14,1332.66,0,1332.66,1332.66,2023
2023-04-15,1325.8,0,1325.8,1325.8,2023
2023-04-16,1059.91,0,1059.91,1059.91,2023
2023-04-17,1246.96,0,1246.96,1246.96,2023
2023-04-18,1315.76,0,1315.76,1315.76,2023
2023-04-19,1276.21,0,1276.21,1276.21,2023
2023-04-20,1388.58,0,1388.58,1388.58,2023
2023-04-21,1277.95,0,1277.95,1277.95,2023
2023-04-22,1354.77,0,1354.77,1354.77,2023
2023-04-23,997.32,0,997.32,997.32,2023
2023-04-24,1286.46,0,1286.46,1286.46,2023
2023-04-25,1307.3,0,1307.3,1307.3,2023
2023-04-26,1371.91,0,1371.91,1371.91,2023
2023-04-27,1163.74,0,1163.74,1163.74,2023
2023-04-28,1421.67,0,1421.67,1421.67,2023
2023-04-29,1449.63,0,1449.63,1449.63,2023
2023-04-30,1259.81,0,1259.81,1259.81,2023
2023-05-01,1119.95,0,1119.95,1119.95,2023
2023-05-02,1419.47,0,1419.47,1419.47,2023
2023-05-03,1213.35,0,1213.35,1213.35,2023
2023-05-04,1344.33,0,1344.33,1344.33,2023
2023-05-05,1351.81,0,1351.81,1351.81,2023
2023-05-06,1399.27,0,1399.27,1399.27,2023
2023-05-07,1109.68,0,1109.68,1109.68,2023
2023-05-08,1319.46,0,1319.46,1319.46,2023
2023-05-09,1445.28,0,1445.28,1445.28,2023
2023-05-10,1382.52,0,1382.52,1382.52,2023
2023-05-11,1309.51,0,1309.51,1309.51,2023
2023-05-12,1324.26,0,1324.26,1324.26,2023
2023-05-13,1296.43,0,1296.43,1296.43,2023
2023-05-14,1209.65,0,1209.65,1209.65,2023
2023-05-15,1269.71,0,1269.71,1269.71,2023
2023-05-16,1245.04,0,1245.04,1245.04,2023
2023-05-17,1295.55,0,1295.55,1295.55,2023
2023-05-18,1224.87,0,1224.87,1224.87,2023
2023-05-19,1319.86,0,1319.86,1319.86,2023
2023-05-20,1444.57,0,1444.57,1444.57,2023
2023-05-21,1267.99,0,1267.99,1267.99,2023
2023-05-22,1130.37,0,1526.706,1130.37,2023
2023-05-23,1269.41,0,1269.41,1269.41,2023
2023-05-24,1285.6,0,1285.6,1285.6,2023
2023-05-25,1208.92,0,1208.92,1208.92,2023
2023-05-26,1312.59,0,1312.59,1312.59,2023
2023-05-27,2674.15,0,2674.15,2674.15,2023
2023-05-28,2527.75,0,2527.75,2527.75,2023
2023-05-29,2424.21,0,2424.21,2424.21,2023
2023-05-30,2603.57,0,2603.57,2603.57,2023
2023-05-31,2812.54,0,2812.54,2812.54,2023
2023-06-01,2657.75,0,2657.75,2657.75,2023
2023-06-02,2577.28,0,2577.28,2577.28,2023
2023-06-03,2683.16,0,2683.16,2683.16,2023
2023-06-04,2395.71,0,2395.71,2395.71,2023
2023-06-05,1269.99,0,1269.99,1269.99,2023
2023-06-06,1230.03,0,1230.03,1230.03,2023
2023-06-07,1240.66,0,1240.66,1240.66,2023
2023-06-08,1232.08,0,1232.08,1232.08,2023
2023-06-09,1311.27,0,1311.27,1311.27,2023
2023-06-10,1276.74,0,1276.74,1276.74,2023
2023-06-11,1048.65,0,1048.65,1048.65,2023
2023-06-12,782.4,0,1169.98,1230.03,2023
2023-06-13,1199.77,0,1199.77,1199.77,2023
2023-06-14,1207.42,0,1207.42,1207.42,2023
2023-06-15,1164.35,0,1164.35,1164.35,2023
2023-06-16,1256.23,0,1256.23,1256.23,2023
2023-06-17,1379.04,0,1379.04,1379.04,2023
2023-06-18,1035.88,0,1035.88,1035.88,2023
2023-06-19,915.19,0,915.19,915.19,2023
2023-06-20,1217.17,0,1217.17,1217.17,2023
2023-06-21,1232.18,0,1232.18,1232.18,2023
2023-06-22,1256.23,0,1256.23,1256.23,2023
2023-06-23,1301.54,0,1301.54,1301.54,2023
2023-06-24,1100.22,0,1100.22,1100.22,2023
2023-06-25,1143.76,0,1143.76,1143.76,2023
2023-06-26,1301.92,0,1301.92,1301.92,2023
2023-06-27,1256.04,0,1256.04,1256.04,2023
2023-06-28,1222.53,0,1222.53,1222.53,2023
2023-06-29,1239.04,0,1239.04,1239.04,2023
2023-06-30,1246.01,0,1246.01,1246.01,2023
2023-07-01,1473.35,0,1473.35,1473.35,2023
2023-07-02,1331.21,0,1331.21,1331.21,2023
2023-07-03,1405.53,0,1405.53,1405.53,2023
2023-07-04,1378.53,0,1378.53,1378.53,2023
2023-07-05,1513.53,0,1513.53,1513.53,2023
2023-07-06,1363.76,0,1363.76,1363.76,2023
2023-07-07,1376.98,0,1376.98,1376.98,2023
2023-07-08,1329.61,0,1329.61,1329.61,2023
2023-07-09,1104.89,0,1104.89,1104.89,2023
2023-07-10,1137.58,0,1137.58,1137.58,2023
2023-07-11,1183.12,0,1183.12,1183.12,2023
2023-07-12,1172.44,0,1172.44,1172.44,2023
2023-07-13,1024.07,0,1024.07,1024.07,2023
2023-07-14,1158.41,0,1158.41,1158.41,2023
2023-07-15,1336.56,0,1336.56,1336.56,2023
2023-07-16,1098.4,0,1098.4,1098.4,2023
2023-07-17,1269.56,0,1269.56,1269.56,2023
2023-07-18,1364.66,0,1364.66,1364.66,2023
2023-07-19,1331.9,0,1331.9,1331.9,2023
2023-07-20,1194.19,0,1194.19,1194.19,2023
2023-07-21,1295.08,0,1295.08,1295.08,2023
2023-07-22,1187.46,0,1187.46,1187.46,2023
2023-07-23,1145.96,0,1145.96,1145.96,2023
2023-07-24,1304.3,0,1304.3,1304.3,2023
2023-07-25,1235,0,1235,1235,2023
2023-07-26,1333.19,0,1333.19,1333.19,2023
2023-07-27,1325.8,0,1325.8,1325.8,2023
2023-07-28,1373.23,0,1373.23,1373.23,2023
2023-07-29,1367.31,0,1367.31,1367.31,2023
2023-07-30,1137.01,0,1137.01,1137.01,2023
2023-07-31,1274.27,0,1274.27,1274.27,2023
2023-08-01,1176.36,0,1176.36,1176.36,2023
2023-08-02,1388.98,0,1388.98,1388.98,2023
2023-08-03,1467.18,0,1467.18,1467.18,2023
2023-08-04,1306.82,0,1306.82,1306.82,2023
2023-08-05,1395.85,0,1395.85,1395.85,2023
2023-08-06,1267.22,0,1267.22,1267.22,2023
2023-08-07,1103.66,0,1103.66,1103.66,2023
2023-08-08,1368.76,0,1368.76,1368.76,2023
2023-08-09,1245.54,0,1245.54,1245.54,2023
2023-08-10,1407.83,0,1407.83,1407.83,2023
2023-08-11,1420.77,0,1420.77,1420.77,2023
2023-08-12,1311.96,0,1311.96,1311.96,2023
2023-08-13,1157.86,0,1157.86,1157.86,2023
2023-08-14,1292.2,0,1292.2,1292.2,2023
2023-08-15,1253.71,0,1253.71,1253.71,2023
2023-08-16,1244.05,0,1244.05,1244.05,2023
2023-08-17,1306.76,0,1306.76,1306.76,2023
2023-08-18,1309.97,0,1309.97,1309.97,2023
2023-08-19,1198.46,0,1198.46,1198.46,2023
2023-08-20,855.85,0,855.85,855.85,2023
2023-08-21,1000.1,0,1000.1,1000.1,2023
2023-08-22,923.6,0,923.6,923.6,2023
2023-08-23,1115.08,0,1115.08,1115.08,2023
2023-08-24,1043.83,0,1043.83,1043.83,2023
2023-08-25,919.49,0,919.49,919.49,2023
2023-08-26,861.27,0,861.27,861.27,2023
2023-08-27,861.27,0,861.27,861.27,2023
2023-08-28,861.27,0,861.27,861.27,2023
2023-08-29,997.87,0,997.87,997.87,2023
2023-08-30,1200.04,0,1200.04,1200.04,2023
2023-08-31,1272.23,0,1272.23,1272.23,2023
2023-09-01,1301.83,0,1301.83,1301.83,2023
2023-09-02,1257.67,0,1257.67,1257.67,2023
2023-09-03,1054.57,0,1054.57,1054.57,2023
2023-09-04,1298.76,0,1298.76,1298.76,2023
2023-09-05,1317.93,0,1317.93,1317.93,2023
2023-09-06,1290.43,0,1290.43,1290.43,2023
2023-09-07,1279.61,0,1279.61,1279.61,2023
2023-09-08,1444.85,0,1444.85,1444.85,2023
2023-09-09,1343.17,0,1343.17,1343.17,2023
2023-09-10,1125.93,0,1125.93,1125.93,2023
2023-09-11,1292.41,0,1292.41,1292.41,2023
2023-09-12,1356.4,0,1356.4,1356.4,2023
2023-09-13,1319.85,0,1319.85,1319.85,2023
2023-09-14,1403.36,0,1403.36,1403.36,2023
2023-09-15,1534.92,0,1534.92,1534.92,2023
2023-09-16,1543.73,0,1543.73,1543.73,2023
2023-09-17,1314.4,0,1314.4,1314.4,2023
2023-09-18,1390.81,0,1390.81,1390.81,2023
2023-09-19,1412.68,0,1412.68,1412.68,2023
2023-09-20,1339.57,0,1339.57,1339.57,2023
2023-09-21,1384.65,0,1384.65,1384.65,2023
2023-09-22,1410.96,0,1410.96,1410.96,2023
2023-09-23,1425.69,0,1425.69,1425.69,2023
2023-09-24,1211.19,0,1211.19,1211.19,2023
2023-09-25,2756.08,0,1448.842,1383.59,2023
2023-09-26,1371.3,0,1371.3,1371.3,2023
2023-09-27,1312.98,0,1312.98,1312.98,2023
2023-09-28,1383.59,0,1383.59,1383.59,2023
2023-09-29,1466.09,0,1466.09,1466.09,2023
2023-09-30,1377.69,0,1377.69,1377.69,2023
2023-10-01,1112.11,0,1524.41,1112.11,2023
2023-10-02,1377.24,0,1377.24,1377.24,2023
2023-10-03,1417.91,0,1417.91,1417.91,2023
2023-10-04,2658.91,0,1450.04933333333,1383.59,2023
2023-10-05,1379.23,0,1379.23,1379.23,2023
2023-10-06,1404.65,0,1404.65,1404.65,2023
2023-10-07,1407.81,0,1407.81,1407.81,2023
2023-10-08,1229.37,0,1229.37,1229.37,2023
2023-10-09,1414.94,0,1414.94,1414.94,2023
2023-10-10,1456.3,0,1456.3,1456.3,2023
2023-10-11,1351.92,0,1351.92,1351.92,2023
2023-10-12,22.44,1,1322.78533333333,1379.23,2023
2023-10-13,1229.21,1,1229.21,1229.21,2023
2023-10-14,1757.32,1,1757.32,1757.32,2023
2023-10-15,1872.07,1,1872.07,1872.07,2023
2023-10-16,1565.23,1,1565.23,1565.23,2023
2023-10-17,1293.71,0,1293.71,1293.71,2023
2023-10-18,1282.38,0,1282.38,1282.38,2023
2023-10-19,1175.2,0,1175.2,1175.2,2023
2023-10-20,1186.05,0,1186.05,1186.05,2023
2023-10-21,1318.29,0,1318.29,1318.29,2023
2023-10-22,1134.09,0,1134.09,1134.09,2023
2023-10-23,1371.03,0,1371.03,1371.03,2023
2023-10-24,1373.07,0,1373.07,1373.07,2023
2023-10-25,1401.54,0,1401.54,1401.54,2023
2023-10-26,1442.04,0,1442.04,1442.04,2023
2023-10-27,1361.74,0,1361.74,1361.74,2023
2023-10-28,1393.34,0,1393.34,1393.34,2023
2023-10-29,1212.41,0,1212.41,1212.41,2023
2023-10-30,1459.16,0,1459.16,1459.16,2023
2023-10-31,1399.97,0,1399.97,1399.97,2023
2023-11-01,1305.36,0,1305.36,1305.36,2023
2023-11-02,1236.48,0,1236.48,1236.48,2023
2023-11-03,1445.76,0,1445.76,1445.76,2023
2023-11-04,1230.78,0,1230.78,1230.78,2023
2023-11-05,405.09,0,1241.34466666667,1338.54,2023
2023-11-06,779.35,0,779.35,779.35,2023
2023-11-07,1076.69,0,1076.69,1076.69,2023
2023-11-08,1338.54,0,1338.54,1338.54,2023
2023-11-09,1401.39,0,1401.39,1401.39,2023
2023-11-10,1457.81,0,1457.81,1457.81,2023
2023-11-11,1487.12,0,1487.12,1487.12,2023
2023-11-12,1384.26,0,1384.26,1384.26,2023
2023-11-13,1180.01,0,1180.01,1180.01,2023
2023-11-14,1227.76,0,1227.76,1227.76,2023
2023-11-15,1403.36,0,1403.36,1403.36,2023
2023-11-16,1496.04,0,1496.04,1496.04,2023
2023-11-17,1298.3,0,1298.3,1298.3,2023
2023-11-18,1392.35,0,1392.35,1392.35,2023
2023-11-19,1194.26,0,1194.26,1194.26,2023
2023-11-20,1381.78,0,1381.78,1381.78,2023
2023-11-21,1352.28,0,1352.28,1352.28,2023
2023-11-22,1335.05,0,1335.05,1335.05,2023
2023-11-23,1335.05,0,1335.05,1335.05,2023
2023-11-24,3152.73,0,1512.46466666667,1381.78,2023
2023-11-25,1678.32,0,1678.32,1678.32,2023
2023-11-26,1222.72,0,1222.72,1222.72,2023
2023-11-27,1368.5,0,1368.5,1368.5,2023
2023-11-28,1461.83,0,1461.83,1461.83,2023
2023-11-29,1463.71,0,1463.71,1463.71,2023
2023-11-30,1543.77,0,1543.77,1543.77,2023
2023-12-01,1506.32,0,1506.32,1506.32,2023
2023-12-02,1451.04,0,1451.04,1451.04,2023
2023-12-03,1249.28,0,1249.28,1249.28,2023
2023-12-04,1436.62,0,1436.62,1436.62,2023
2023-12-05,1463.39,0,1463.39,1463.39,2023
2023-12-06,1479.42,0,1479.42,1479.42,2023
2023-12-07,1406.06,0,1406.06,1406.06,2023
2023-12-08,1283.3,0,1283.3,1283.3,2023
2023-12-09,1516.41,0,1516.41,1516.41,2023
2023-12-10,1208.11,0,1208.11,1208.11,2023
2023-12-11,1474.23,0,1474.23,1474.23,2023
2023-12-12,1399.43,0,1399.43,1399.43,2023
2023-12-13,1483.82,0,1483.82,1483.82,2023
2023-12-14,1440.49,0,1440.49,1440.49,2023
2023-12-15,1454.72,0,1454.72,1454.72,2023
2023-12-16,1383.35,0,1383.35,1383.35,2023
2023-12-17,1256.56,0,1256.56,1256.56,2023
2023-12-18,1388.74,0,1388.74,1388.74,2023
2023-12-19,1389.7,0,1389.7,1389.7,2023
2023-12-20,1463.3,0,1463.3,1463.3,2023
2023-12-21,1561.82,0,1561.82,1561.82,2023
2023-12-22,1656.03,0,1656.03,1656.03,2023
2023-12-23,1656.3,0,1656.3,1656.3,2023
2023-12-24,1395.82,0,1395.82,1395.82,2023
2023-12-25,1096.67,0,1096.67,1096.67,2023
2023-12-26,1538.41,0,1538.41,1538.41,2023
2023-12-27,1500.72,0,1500.72,1500.72,2023
2023-12-28,1567.35,0,1567.35,1567.35,2023
2023-12-29,1654.43,0,1654.43,1654.43,2023
2023-12-30,1864.09,0,1864.09,1864.09,2023
2023-12-31,1768.17,0,1768.17,1768.17,2023
2024-01-01,1389.52,0,1389.52,1389.52,2024
2024-01-02,1716.83,0,1716.83,1716.83,2024
2024-01-03,1679.71,0,1679.71,1679.71,2024
2024-01-04,1656.25,0,1656.25,1656.25,2024
2024-01-05,1662.09,0,1662.09,1662.09,2024
2024-01-06,1681.71,0,1681.71,1681.71,2024
2024-01-07,1473.24,0,1473.24,1473.24,2024
2024-01-08,1361.24,0,1361.24,1361.24,2024
2024-01-09,1471.06,0,1471.06,1471.06,2024
2024-01-10,1425.42,0,1425.42,1425.42,2024
2024-01-11,1435.74,0,1435.74,1435.74,2024
2024-01-12,1484.74,0,1484.74,1484.74,2024
2024-01-13,1436.82,0,1436.82,1436.82,2024
2024-01-14,1267.56,0,1267.56,1267.56,2024
2024-01-15,1383.19,0,1383.19,1383.19,2024
2024-01-16,1452.47,0,1452.47,1452.47,2024
2024-01-17,1444.38,0,1444.38,1444.38,2024
2024-01-18,1435.92,0,1435.92,1435.92,2024
2024-01-19,1375.66,0,1375.66,1375.66,2024
2024-01-20,1521.6,0,1521.6,1521.6,2024
2024-01-21,1243.46,0,1243.46,1243.46,2024
2024-01-22,1432.73,0,1432.73,1432.73,2024
2024-01-23,2967.17,0,1541.89866666667,1435.92,2024
2024-01-24,1517.11,0,1517.11,1517.11,2024
2024-01-25,1402.77,0,1402.77,1402.77,2024
2024-01-26,1429.29,0,1429.29,1429.29,2024
2024-01-27,1421.94,0,1421.94,1421.94,2024
2024-01-28,1347.6,0,1347.6,1347.6,2024
2024-01-29,1532.54,0,1532.54,1532.54,2024
2024-01-30,1603.84,0,1603.84,1603.84,2024
2024-01-31,1631.8,0,1631.8,1631.8,2024
2024-02-01,1662.25,0,1662.25,1662.25,2024
2024-02-02,1587.54,0,1587.54,1587.54,2024
2024-02-03,1582.23,0,1582.23,1582.23,2024
2024-02-04,1352.55,0,1352.55,1352.55,2024
2024-02-05,1587.11,0,1587.11,1587.11,2024
2024-02-06,1625.77,0,1625.77,1625.77,2024
2024-02-07,1532.03,0,1532.03,1532.03,2024
2024-02-08,1519.2,0,1519.2,1519.2,2024
2024-02-09,1555.5,0,1555.5,1555.5,2024
2024-02-10,1526.09,0,1526.09,1526.09,2024
2024-02-11,1263.03,0,1263.03,1263.03,2024
2024-02-12,1524.15,0,1524.15,1524.15,2024
2024-02-13,1524.86,0,1524.86,1524.86,2024
2024-02-14,1264.99,0,1264.99,1264.99,2024
2024-02-15,1284.01,0,1284.01,1284.01,2024
2024-02-16,1182.68,0,1182.68,1182.68,2024
2024-02-17,1046.8,0,1046.8,1046.8,2024
2024-02-18,883.03,0,883.03,883.03,2024
2024-02-19,1281.8,0,1281.8,1281.8,2024
2024-02-20,1351.45,0,1351.45,1351.45,2024
2024-02-21,1436.15,0,1436.15,1436.15,2024
2024-02-22,1562.6,0,1562.6,1562.6,2024
2024-02-23,1570.58,0,1570.58,1570.58,2024
2024-02-24,1494.24,0,1494.24,1494.24,2024
2024-02-25,1355.87,0,1355.87,1355.87,2024
2024-02-26,1416.48,0,1416.48,1416.48,2024
2024-02-27,1351.66,0,1351.66,1351.66,2024
2024-02-28,1446.48,0,1446.48,1446.48,2024
2024-02-29,1474.95,0,1474.95,1474.95,2024
2024-03-01,1070.41,0,1070.41,1070.41,2024
2024-03-02,1473.7,0,1473.7,1473.7,2024
2024-03-03,1294.27,0,1294.27,1294.27,2024
2024-03-04,1555.71,0,1555.71,1555.71,2024
2024-03-05,1614.74,0,1614.74,1614.74,2024
2024-03-06,1481.72,0,1481.72,1481.72,2024
2024-03-07,1537.26,0,1537.26,1537.26,2024
2024-03-08,1584.53,0,1584.53,1584.53,2024
2024-03-09,1482.5,0,1387.03866666667,1482.5,2024
2024-03-10,0,0,1372.77933333333,1464.44,2024
2024-03-11,1439.29,0,1439.29,1439.29,2024
2024-03-12,1484.1,0,1484.1,1484.1,2024
2024-03-13,1464.44,0,1464.44,1464.44,2024
2024-03-14,1464.44,0,1464.44,1464.44,2024
2024-03-15,1464.44,0,1464.44,1464.44,2024
2024-03-16,1464.44,0,1464.44,1464.44,2024
2024-03-17,1259.81,0,1259.81,1259.81,2024
2024-03-18,1436.15,0,1436.15,1436.15,2024
2024-03-19,1436.15,0,1436.15,1436.15,2024
2024-03-20,1553.88,0,1553.88,1553.88,2024
2024-03-21,1549.72,0,1549.72,1549.72,2024
2024-03-22,1549.72,0,1549.72,1549.72,2024
2024-03-23,1680.07,0,1680.07,1680.07,2024
2024-03-24,1529.6,0,1529.6,1529.6,2024
2024-03-25,1286.53,0,1286.53,1286.53,2024
2024-03-26,1286.53,0,1286.53,1286.53,2024
2024-03-27,1286.53,0,1286.53,1286.53,2024
2024-03-28,1562.94,0,1562.94,1562.94,2024
2024-03-29,1590.28,0,1590.28,1590.28,2024
2024-03-30,1747.41,0,1747.41,1747.41,2024
2024-03-31,1393.9,0,1393.9,1393.9,2024
2024-04-01,1117.18,0,1117.18,1117.18,2024
2024-04-02,1541.58,0,1541.58,1541.58,2024
2024-04-03,1464.94,0,1464.94,1464.94,2024
2024-04-04,1562.64,0,1562.64,1562.64,2024
2024-04-05,1498.14,0,1498.14,1498.14,2024
2024-04-06,1508.74,0,1508.74,1508.74,2024
2024-04-07,1179.31,0,1179.31,1179.31,2024
2024-04-08,1389.75,0,1389.75,1389.75,2024
2024-04-09,1440.34,0,1440.34,1440.34,2024
2024-04-10,1311,0,1311,1311,2024
2024-04-11,1481.49,0,1481.49,1481.49,2024
2024-04-12,1565.56,0,1565.56,1565.56,2024
2024-04-13,1529.62,0,1529.62,1529.62,2024
2024-04-14,1529.62,0,1529.62,1529.62,2024
2024-04-15,0,0,1346.596,1440.34,2024
2024-04-16,1566.95,0,1566.95,1566.95,2024
2024-04-17,1620.88,0,1620.88,1620.88,2024
2024-04-18,1571.28,0,1571.28,1571.28,2024
2024-04-19,1424.92,0,1424.92,1424.92,2024
2024-04-20,1404.21,0,1404.21,1404.21,2024
2024-04-21,1181.66,0,1181.66,1181.66,2024
2024-04-22,1181.66,0,1181.66,1181.66,2024
2024-04-23,1451.8,0,1451.8,1451.8,2024
2024-04-24,1515.06,0,1515.06,1515.06,2024
2024-04-25,1736.89,0,1736.89,1736.89,2024
2024-04-26,1575.9,0,1575.9,1575.9,2024
2024-04-27,1414.67,0,1414.67,1414.67,2024
2024-04-28,1181.98,0,1181.98,1181.98,2024
2024-04-29,1490.99,0,1490.99,1490.99,2024
2024-04-30,1537.99,0,1537.99,1537.99,2024
2024-05-01,1230.85,0,1230.85,1230.85,2024
2024-05-02,1587.55,0,1587.55,1587.55,2024
2024-05-03,1486.82,0,1486.82,1486.82,2024
2024-05-04,1404.77,0,1404.77,1404.77,2024
2024-05-05,1067.98,0,1067.98,1067.98,2024
2024-05-06,1120.33,0,1120.33,1120.33,2024
2024-05-07,1436.59,0,1436.59,1436.59,2024
2024-05-08,1361.55,0,1361.55,1361.55,2024
2024-05-09,1350.88,0,1350.88,1350.88,2024
2024-05-10,1553.19,0,1553.19,1553.19,2024
2024-05-11,1450.7,0,1450.7,1450.7,2024
